Date and Time:                Tue Apr 30 14:30:19.312 2024
Software Version:             4.30.30034.0
Unstabilized Temperature (C): -74.704
Model:                        DU970P_BVF
Data Type:                    Counts
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         0.51067
Accumulate Cycle Time (secs): 0.51067
Frequency (Hz):               1.9582
Number of Accumulations:      50
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     1
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                21547
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                KY-3410
Wavelength (nm):              668.287
Grating Groove Density (l/mm):599.775
Grating Blaze:                650nm
Output Direct Slit Width (um): 260



552.68842	18679
552.81213	18683
552.93585	18659
553.05963	18600
553.18335	18716
553.30707	18598
553.43079	18679
553.55457	18776
553.67828	18846
553.802	18669
553.92572	18832
554.04944	18813
554.17322	18746
554.29694	18743
554.42065	18844
554.54437	18862
554.66815	18885
554.79187	19170
554.91559	19179
555.03931	19091
555.16309	19037
555.2868	19130
555.41052	19247
555.53424	19369
555.65802	19206
555.78174	19123
555.90546	19285
556.02917	19394
556.15295	19400
556.27667	19686
556.40039	19675
556.52411	19487
556.64789	19823
556.77161	19937
556.89532	19791
557.01904	19891
557.14282	19958
557.26654	19931
557.39026	19935
557.51398	19671
557.63776	20142
557.76147	20095
557.88519	20099
558.00891	20097
558.13269	20191
558.25641	19987
558.38013	20094
558.50385	20018
558.62762	20233
558.75134	20183
558.87506	20119
558.99878	20336
559.12256	20232
559.24628	20080
559.37	20215
559.49371	19886
559.61749	19916
559.74121	19921
559.86493	20081
559.98865	19856
560.11243	20021
560.23615	19980
560.35986	19836
560.48358	19699
560.6073	19892
560.73108	19873
560.8548	20045
560.97852	19906
561.10223	19841
561.22601	19914
561.34973	19782
561.47345	19818
561.59717	20014
561.72095	20031
561.84467	19888
561.96838	20007
562.0921	20140
562.21582	19952
562.3396	20222
562.46332	20204
562.58704	20557
562.71075	20183
562.83453	20096
562.95825	19789
563.08197	20103
563.20569	20133
563.32941	20159
563.45319	19893
563.5769	19635
563.70062	19605
563.82434	19758
563.94806	19911
564.07184	19676
564.19556	19686
564.31927	19737
564.44299	19519
564.56671	19692
564.69043	19632
564.81421	19693
564.93793	19709
565.06165	19744
565.18536	19740
565.30908	19453
565.4328	19475
565.55658	19389
565.6803	19412
565.80402	19458
565.92773	19263
566.05145	19411
566.17517	19263
566.29895	19386
566.42267	19112
566.54639	19269
566.6701	19089
566.79382	19117
566.91754	18955
567.04126	19085
567.16498	18916
567.28876	19038
567.41248	19096
567.53619	19096
567.65991	19049
567.78363	19036
567.90735	19156
568.03107	19248
568.15479	19125
568.2785	19287
568.40222	19446
568.52594	19838
568.64972	20134
568.77344	20394
568.89716	20668
569.02087	20745
569.14459	20868
569.26831	20993
569.39203	20857
569.51575	20663
569.63947	20035
569.76318	19730
569.8869	19684
570.01062	19484
570.13434	19373
570.25806	19264
570.38177	19168
570.50549	19024
570.62921	19239
570.75293	19383
570.87665	19468
571.00037	19382
571.12408	19373
571.2478	19512
571.37152	19447
571.49524	19505
571.61896	19308
571.74268	19448
571.86639	19531
571.99011	19442
572.11383	19376
572.23755	19501
572.36127	19329
572.48499	19412
572.6087	19397
572.73242	19339
572.85608	19379
572.9798	19334
573.10352	19273
573.22723	19105
573.35095	19347
573.47467	19384
573.59839	19313
573.72211	19073
573.84583	19284
573.96948	19202
574.0932	19344
574.21692	19213
574.34064	19491
574.46436	19329
574.58807	19531
574.71179	19518
574.83545	19274
574.95917	19421
575.08289	19298
575.2066	19432
575.33032	19554
575.45398	19487
575.5777	19488
575.70142	19235
575.82513	19177
575.94879	19476
576.07251	19595
576.19623	19477
576.31995	19404
576.4436	19371
576.56732	19373
576.69104	19334
576.81476	19561
576.93842	19484
577.06213	19342
577.18585	19317
577.30951	19321
577.43323	19400
577.55695	19374
577.6806	19372
577.80432	19214
577.92804	19297
578.0517	19392
578.17542	19377
578.29913	19367
578.42279	19622
578.54651	19327
578.67023	19489
578.79388	19311
578.9176	19395
579.04126	19274
579.16498	19517
579.28864	19629
579.41235	19678
579.53607	19513
579.65973	19472
579.78345	19386
579.9071	19395
580.03082	19361
580.15448	19392
580.2782	19460
580.40186	19494
580.52557	19274
580.64923	19341
580.77295	19328
580.89661	19406
581.02032	19554
581.14398	19536
581.2677	19475
581.39136	19540
581.51501	19472
581.63873	19554
581.76239	19620
581.88611	19596
582.00977	19625
582.13342	19702
582.25714	19628
582.3808	19530
582.50452	19681
582.62817	19582
582.75183	19660
582.87555	19529
582.99921	19760
583.12286	19639
583.24652	19438
583.37024	19731
583.4939	19564
583.61755	19378
583.74127	19555
583.86493	19478
583.98859	19288
584.11224	19483
584.23596	19341
584.35962	19380
584.48328	19368
584.60693	19458
584.73059	19392
584.85431	19364
584.97797	19375
585.10162	19394
585.22528	19388
585.34894	19430
585.4726	19190
585.59625	19396
585.71997	19485
585.84363	19268
585.96729	19649
586.09094	19484
586.2146	19561
586.33826	19323
586.46191	19572
586.58557	19267
586.70923	19372
586.83289	19336
586.95654	19570
587.0802	19369
587.20386	19497
587.32751	19465
587.45117	19527
587.57483	19562
587.69849	19452
587.82214	19374
587.9458	19223
588.06946	19400
588.19312	19645
588.31671	19398
588.44037	19382
588.56403	19709
588.68768	19353
588.81134	19422
588.935	19500
589.05865	19569
589.18225	19529
589.30591	19478
589.42957	19649
589.55322	19460
589.67688	19615
589.80048	19590
589.92413	19467
590.04779	19750
590.17139	19435
590.29504	19764
590.4187	19548
590.54236	19644
590.66595	19637
590.78961	19645
590.91327	19703
591.03687	19709
591.16052	19627
591.28412	19682
591.40778	19490
591.53143	19633
591.65503	19626
591.77869	19602
591.90228	19618
592.02594	19548
592.14954	19542
592.27319	19569
592.39679	19341
592.52045	19680
592.64404	19692
592.7677	19527
592.8913	19608
593.01495	19788
593.13855	19874
593.26221	19757
593.3858	19729
593.5094	19845
593.63306	19622
593.75665	19753
593.88031	19748
594.00391	19848
594.1275	19997
594.2511	19965
594.37476	19965
594.49835	20215
594.62195	20076
594.74561	20092
594.8692	20474
594.9928	20431
595.11639	20600
595.24005	20590
595.36365	20651
595.48724	20990
595.61084	21096
595.73444	21456
595.85803	21798
595.98163	22219
596.10529	23360
596.22888	24263
596.35248	25047
596.47607	26779
596.59967	27778
596.72327	28469
596.84686	28586
596.97046	27151
597.09406	26235
597.21765	25134
597.34125	24007
597.46484	23145
597.58844	22285
597.71204	21888
597.83563	21272
597.95923	21119
598.08282	21057
598.20636	20686
598.32996	20695
598.45355	20573
598.57715	20563
598.70074	20529
598.82434	20307
598.94788	20270
599.07147	20038
599.19507	20085
599.31866	20246
599.4422	20250
599.5658	20291
599.68939	20139
599.81293	20280
599.93652	20291
600.06012	20395
600.18365	20355
600.30725	20383
600.43085	20454
600.55438	20484
600.67798	20362
600.80151	20202
600.92511	20330
601.04865	20292
601.17224	20429
601.29578	20505
601.41937	20162
601.54291	20309
601.6665	20263
601.79004	20121
601.91364	20418
602.03717	20329
602.16071	20307
602.2843	20345
602.40784	20352
602.53137	20069
602.65497	20357
602.7785	20381
602.90204	20436
603.02563	20369
603.14917	20440
603.27271	20452
603.39624	20372
603.51984	20281
603.64337	20407
603.76691	20425
603.89044	20345
604.01398	20338
604.13751	20600
604.26111	20701
604.38464	20398
604.50818	20483
604.63171	20487
604.75525	20513
604.87878	20754
605.00232	20684
605.12585	20673
605.24939	20642
605.37292	20654
605.49646	20884
605.62	20789
605.74353	20766
605.867	20843
605.99054	20595
606.11407	20903
606.23761	20854
606.36115	20710
606.48468	20487
606.60815	20702
606.73169	20728
606.85522	20784
606.97876	20694
607.10223	20708
607.22577	21047
607.3493	21209
607.47278	21307
607.59631	21546
607.71985	21631
607.84332	21937
607.96686	22133
608.09033	23028
608.21387	23512
608.3374	23880
608.46088	24573
608.58441	25000
608.70789	25055
608.83142	25645
608.9549	25248
609.07837	25281
609.2019	25005
609.32538	24456
609.44891	23656
609.57239	23580
609.69586	23265
609.8194	22417
609.94287	22324
610.06635	22076
610.18982	21700
610.31335	21447
610.43683	21490
610.5603	21439
610.68378	21249
610.80725	21606
610.93079	21507
611.05426	21627
611.17773	21674
611.30121	22033
611.42468	22181
611.54816	22491
611.67163	22417
611.7951	22898
611.91858	23406
612.04205	23615
612.16553	24859
612.289	25135
612.41248	24976
612.53595	24825
612.65942	24540
612.7829	24327
612.90631	23516
613.02979	23384
613.15326	22293
613.27673	22196
613.40021	21960
613.52362	22031
613.64709	21722
613.77057	21413
613.89398	21328
614.01746	21197
614.14093	21278
614.26434	21093
614.38782	21002
614.51123	20826
614.6347	21064
614.75818	20983
614.88159	20956
615.00507	20709
615.12848	20559
615.25189	20585
615.37537	20540
615.49878	20820
615.62225	20792
615.74567	20724
615.86908	20726
615.99255	20506
616.11597	20701
616.23938	20482
616.36285	20304
616.48627	20532
616.60968	20261
616.73309	20641
616.85657	20555
616.97998	20530
617.10339	20402
617.22681	20603
617.35022	20481
617.47363	20581
617.59705	20536
617.72046	20456
617.84387	20519
617.96729	20451
618.0907	20442
618.21411	20421
618.33752	20562
618.46094	20395
618.58435	20336
618.70776	20505
618.83118	20461
618.95453	20483
619.07794	20344
619.20135	20205
619.32477	20466
619.44812	20376
619.57153	20506
619.69495	20516
619.8183	20092
619.94171	20315
620.06512	20318
620.18848	20291
620.31189	20185
620.43524	20188
620.55865	20409
620.68207	20109
620.80542	20247
620.92877	20093
621.05219	20148
621.17554	20164
621.29895	20125
621.4223	20075
621.54565	20081
621.66907	20262
621.79242	20365
621.91577	20285
622.03918	20280
622.16254	20154
622.28589	20343
622.40924	20389
622.53259	20293
622.65601	20334
622.77936	20338
622.90271	20146
623.02606	20051
623.14941	20323
623.27277	20336
623.39612	20128
623.51947	20373
623.64282	20314
623.76617	20261
623.88953	20177
624.01288	20302
624.13617	20201
624.25952	20345
624.38287	20420
624.50623	20299
624.62958	20309
624.75287	20063
624.87622	20159
624.99957	20178
625.12286	19973
625.24622	20007
625.36957	20372
625.49286	20476
625.61621	20272
625.7395	20362
625.86285	20283
625.98615	20411
626.1095	20317
626.23279	20441
626.35614	20333
626.47943	20143
626.60278	20190
626.72607	20071
626.84937	20248
626.97272	20306
627.09601	20240
627.2193	20346
627.34259	20211
627.46594	20417
627.58923	20145
627.71252	20530
627.83582	20545
627.95911	20303
628.0824	20332
628.20569	20325
628.32898	20333
628.45227	20315
628.57556	20088
628.69885	20517
628.82214	20384
628.94543	20106
629.06873	20148
629.19202	20392
629.31531	20566
629.43854	20639
629.56183	20661
629.68512	20716
629.80841	20631
629.93164	20953
630.05493	21080
630.17822	21200
630.30145	21100
630.42474	21026
630.54797	21132
630.67126	21515
630.79449	21431
630.91779	21421
631.04102	21981
631.16431	22302
631.28754	22555
631.41083	22826
631.53406	23696
631.65729	24302
631.78058	25289
631.90381	26679
632.02704	28118
632.15027	30394
632.27356	32786
632.39679	34626
632.52002	36047
632.64325	36930
632.76648	37795
632.88971	36840
633.01294	35958
633.13617	33557
633.2594	31130
633.38263	29311
633.50586	27291
633.62909	26109
633.75232	25337
633.87555	24386
633.99878	23584
634.12195	23151
634.24518	22761
634.36841	22511
634.49164	22356
634.61481	22140
634.73804	22032
634.86127	21730
634.98444	21518
635.10767	21167
635.23083	21221
635.35406	21290
635.47723	21344
635.60046	20982
635.72363	20962
635.84686	21095
635.97003	20759
636.0932	20750
636.21643	20622
636.3396	20688
636.46277	20634
636.58594	20431
636.70917	20533
636.83234	20509
636.95551	20381
637.07867	20371
637.20184	20577
637.32501	20614
637.44818	20358
637.57135	20531
637.69452	20476
637.81769	20310
637.94086	20319
638.06403	20244
638.18719	20221
638.31036	20260
638.43353	20417
638.55664	20030
638.67981	20215
638.80298	20044
638.92615	20071
639.04926	19983
639.17242	19779
639.29553	19847
639.4187	19706
639.54187	19919
639.66498	20001
639.78815	19914
639.91125	19757
640.03436	19925
640.15753	19792
640.28064	19913
640.40381	19678
640.52692	19954
640.65002	19618
640.77313	19877
640.8963	20017
641.01941	19948
641.14252	19867
641.26562	19646
641.38873	19974
641.51184	19870
641.63495	19802
641.75806	20045
641.88116	20012
642.00427	19661
642.12738	19837
642.25049	19993
642.3736	20052
642.4967	19990
642.61981	20020
642.74286	20072
642.86597	19806
642.98907	20026
643.11218	19910
643.23523	19795
643.35834	20093
643.48138	19837
643.60449	19630
643.7276	20045
643.85065	20085
643.97369	19820
644.0968	19679
644.21985	19877
644.34296	19694
644.466	19974
644.58905	19598
644.71216	19893
644.83521	19714
644.95825	19975
645.0813	19746
645.20435	19688
645.32745	19965
645.4505	19811
645.57355	19748
645.69659	19737
645.81964	19743
645.94269	20032
646.06573	19995
646.18878	19919
646.31177	19966
646.43481	19620
646.55786	19746
646.68091	19800
646.80396	19780
646.92694	19724
647.04999	19845
647.17303	19711
647.29602	19828
647.41907	19771
647.54205	19895
647.6651	20016
647.78809	19999
647.91113	19852
648.03412	19832
648.15717	20051
648.28015	19797
648.40314	19800
648.52618	20003
648.64917	20062
648.77216	19936
648.89514	20132
649.01819	19965
649.14117	20289
649.26416	19960
649.38715	20350
649.51013	20300
649.63312	20274
649.7561	20257
649.87909	20258
650.00208	20305
650.12506	20098
650.24799	20336
650.37097	20431
650.49396	20380
650.61694	20734
650.73987	20610
650.86285	20441
650.98584	20345
651.10876	20324
651.23175	20223
651.35474	20514
651.47766	20514
651.60059	20317
651.72357	20179
651.8465	20198
651.96948	20334
652.09241	20509
652.21533	20375
652.33832	20297
652.46124	20117
652.58417	20130
652.70709	20047
652.83002	20040
652.95294	20337
653.07593	20337
653.19885	20188
653.32178	20161
653.44464	20437
653.56757	20280
653.69049	20365
653.81342	20141
653.93634	20030
654.05927	19987
654.18219	19872
654.30505	19955
654.42798	19877
654.5509	19977
654.67377	20104
654.79669	20131
654.91956	20014
655.04248	20333
655.16534	20159
655.28827	20246
655.41113	20126
655.53406	19875
655.65692	20106
655.77979	20094
655.90271	20080
656.02557	19850
656.14844	19924
656.2713	20169
656.39417	19954
656.51703	19990
656.63989	19859
656.76276	20211
656.88562	20284
657.00848	20372
657.13135	20493
657.25421	20658
657.37708	20701
657.49994	20719
657.6228	20834
657.74561	21129
657.86847	20988
657.99133	21364
658.11414	21254
658.237	21079
658.3598	21216
658.48267	21105
658.60547	20944
658.72833	20654
658.85114	20481
658.974	20398
659.0968	20123
659.2196	20033
659.34247	20043
659.46527	19800
659.58807	19534
659.71088	19745
659.83368	19574
659.95648	19461
660.07928	19482
660.20209	19410
660.32489	19499
660.44769	19511
660.5705	19440
660.6933	19526
660.8161	19594
660.9389	19475
661.06171	19583
661.18445	19427
661.30725	19427
661.43005	19588
661.5528	19522
661.6756	19688
661.79834	19487
661.92114	19844
662.04388	19794
662.16669	19916
662.28943	19924
662.41217	19593
662.53497	19586
662.65771	19608
662.78046	19514
662.9032	19602
663.026	19743
663.14874	19803
663.27148	19694
663.39423	19745
663.51697	19676
663.63971	19641
663.76245	19879
663.88519	19861
664.00793	19613
664.13062	19801
664.25336	19917
664.3761	19854
664.49884	19928
664.62152	20166
664.74426	19975
664.86694	19727
664.98969	19562
665.11243	19757
665.23511	19543
665.35779	19669
665.48053	19576
665.60321	19675
665.72589	19375
665.84863	19657
665.97131	19705
666.09399	19737
666.21667	19755
666.33942	19549
666.4621	19493
666.58478	19459
666.70746	19633
666.83014	19667
666.95282	19550
667.07544	19566
667.19812	19318
667.3208	19369
667.44348	19377
667.56616	19374
667.68878	19410
667.81146	19360
667.93414	19534
668.05676	19624
668.17944	19516
668.30206	19702
668.42474	19565
668.54736	19572
668.66998	19573
668.79266	19477
668.91528	19418
669.0379	19541
669.16058	19428
669.2832	19526
669.40582	19281
669.52844	19411
669.65106	19183
669.77368	19071
669.8963	19047
670.01892	19072
670.14154	19033
670.26416	19075
670.38678	19002
670.50934	18904
670.63196	19123
670.75458	18887
670.87714	18818
670.99976	18869
671.12238	19049
671.24493	18990
671.36755	19128
671.49011	19203
671.61273	19129
671.73529	19392
671.85785	19229
671.98047	19232
672.10303	19260
672.22559	18982
672.34814	19246
672.4707	19223
672.59326	19359
672.71582	19252
672.83838	19362
672.96094	19416
673.0835	19386
673.20605	19357
673.32861	19573
673.45117	19459
673.57373	19586
673.69623	19543
673.81879	19614
673.94135	19512
674.06384	19683
674.1864	19406
674.3089	19358
674.43146	19342
674.55396	19364
674.67651	19306
674.79901	19517
674.92151	19351
675.04401	19207
675.16656	19155
675.28906	19301
675.41156	19281
675.53406	19364
675.65656	19311
675.77905	19268
675.90155	19366
676.02405	19255
676.14655	18902
676.26904	19312
676.39154	19204
676.51398	19292
676.63647	19369
676.75897	19267
676.88141	19425
677.00391	19407
677.12634	19143
677.24884	19108
677.37128	19211
677.49377	19097
677.61621	19133
677.73865	19122
677.86115	19204
677.98358	19191
678.10602	19161
678.22845	18986
678.35089	18812
678.47333	18968
678.59576	18722
678.7182	18731
678.84064	18681
678.96307	18569
679.08551	18314
679.20795	18412
679.33038	18505
679.45276	18384
679.5752	18471
679.69763	18423
679.82001	18521
679.94244	18336
680.06482	18526
680.18726	18518
680.30963	18424
680.43207	18395
680.55444	18194
680.67682	18241
680.79919	17961
680.92163	18005
681.04401	17878
681.16638	17915
681.28876	17780
681.41113	17746
681.53351	17668
681.65588	17569
681.77826	17377
681.90057	16935
682.02295	16626
682.14532	16349
682.2677	16039
682.39001	15564
682.51239	15405
682.63477	15394
682.75708	15198
682.87946	15034
683.00177	15006
683.12408	15047
683.24646	14902
683.36877	14989
683.49109	14826
683.61346	15005
683.73578	14941
683.85809	14929
683.98041	14978
684.10272	14932
684.22504	14879
684.34735	14862
684.46967	14911
684.59198	14932
684.71423	14901
684.83655	14969
684.95886	14914
685.08112	14852
685.20343	14947
685.32574	15041
685.448	14984
685.57031	14856
685.69257	14889
685.81488	15003
685.93713	14920
686.05939	14901
686.18164	14961
686.30396	14960
686.42621	14983
686.54846	15012
686.67072	14997
686.79297	14989
686.91522	14941
687.03748	14897
687.15973	15013
687.28198	14908
687.40417	14941
687.52643	14973
687.64868	14991
687.77094	14921
687.89313	14911
688.01538	14881
688.13757	14938
688.25983	14943
688.38202	14944
688.50421	14987
688.62646	15095
688.74866	14929
688.87085	14992
688.99304	14909
689.1153	14882
689.23749	14860
689.35968	14943
689.48187	14821
689.60406	14934
689.72626	14962
689.84839	15000
689.97058	14866
690.09277	15063
690.21497	14939
690.3371	14945
690.45929	14961
690.58148	14896
690.70361	14990
690.82581	14870
690.94794	14773
691.07007	14903
691.19226	14963
691.31439	14926
691.43652	14965
691.55865	15008
691.68085	14975
691.80298	14904
691.92511	14957
692.04724	14892
692.16937	14987
692.29144	14815
692.41357	14910
692.53571	14858
692.65784	14921
692.77997	14947
692.90204	14952
693.02417	14947
693.14624	14917
693.26837	14848
693.39044	14921
693.51257	14926
693.63464	15049
693.75677	14893
693.87885	15005
694.00092	14906
694.12299	14822
694.24506	14898
694.36713	14972
694.4892	14923
694.61127	14905
694.73334	14896
694.85541	14921
694.97748	14943
695.09955	15024
695.22156	15031
