Date and Time:                Tue Apr 30 15:00:53.905 2024
Software Version:             4.30.30034.0
Unstabilized Temperature (C): -74.704
Model:                        DU970P_BVF
Data Type:                    Counts
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         0.51067
Accumulate Cycle Time (secs): 0.51067
Frequency (Hz):               1.9582
Number of Accumulations:      50
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     1
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                21547
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                KY-3410
Wavelength (nm):              668.287
Grating Groove Density (l/mm):599.775
Grating Blaze:                650nm
Output Direct Slit Width (um): 260



552.68842	23352
552.81213	23436
552.93585	23363
553.05963	23253
553.18335	23398
553.30707	23394
553.43079	23088
553.55457	23503
553.67828	23428
553.802	23509
553.92572	23333
554.04944	23636
554.17322	23691
554.29694	23593
554.42065	23803
554.54437	23657
554.66815	24033
554.79187	23781
554.91559	23965
555.03931	24228
555.16309	24346
555.2868	24633
555.41052	24316
555.53424	24702
555.65802	24582
555.78174	24928
555.90546	24699
556.02917	25010
556.15295	24943
556.27667	24889
556.40039	25126
556.52411	25428
556.64789	25602
556.77161	26158
556.89532	26211
557.01904	26037
557.14282	25724
557.26654	25698
557.39026	25940
557.51398	25947
557.63776	25650
557.76147	25687
557.88519	25792
558.00891	25649
558.13269	25735
558.25641	25156
558.38013	25205
558.50385	25185
558.62762	25350
558.75134	24951
558.87506	25103
558.99878	25298
559.12256	25188
559.24628	25100
559.37	25173
559.49371	25241
559.61749	24914
559.74121	24881
559.86493	25163
559.98865	25280
560.11243	25603
560.23615	25422
560.35986	25564
560.48358	25243
560.6073	25639
560.73108	25543
560.8548	25764
560.97852	25899
561.10223	26019
561.22601	26258
561.34973	26160
561.47345	26339
561.59717	26680
561.72095	26127
561.84467	26395
561.96838	26041
562.0921	26015
562.21582	25801
562.3396	26164
562.46332	25943
562.58704	26233
562.71075	26039
562.83453	25679
562.95825	25678
563.08197	25822
563.20569	25745
563.32941	25731
563.45319	25435
563.5769	25497
563.70062	25693
563.82434	25713
563.94806	25874
564.07184	25631
564.19556	25806
564.31927	25789
564.44299	25492
564.56671	25745
564.69043	25695
564.81421	25831
564.93793	25731
565.06165	25876
565.18536	25888
565.30908	26239
565.4328	25919
565.55658	26106
565.6803	26030
565.80402	26038
565.92773	26182
566.05145	26259
566.17517	26314
566.29895	26459
566.42267	26363
566.54639	26571
566.6701	26620
566.79382	26342
566.91754	26207
567.04126	26763
567.16498	27242
567.28876	27315
567.41248	28092
567.53619	28390
567.65991	29075
567.78363	29937
567.90735	31429
568.03107	31894
568.15479	32590
568.2785	31819
568.40222	31496
568.52594	30331
568.64972	29592
568.77344	28416
568.89716	27698
569.02087	27129
569.14459	26953
569.26831	26779
569.39203	26549
569.51575	26387
569.63947	26488
569.76318	26502
569.8869	26615
570.01062	26621
570.13434	26533
570.25806	26437
570.38177	27085
570.50549	26699
570.62921	27398
570.75293	27137
570.87665	27453
571.00037	27189
571.12408	26901
571.2478	27113
571.37152	26757
571.49524	26659
571.61896	26864
571.74268	26768
571.86639	27040
571.99011	26825
572.11383	26991
572.23755	26375
572.36127	26919
572.48499	26995
572.6087	26903
572.73242	27011
572.85608	26943
572.9798	26945
573.10352	27108
573.22723	27041
573.35095	27277
573.47467	27501
573.59839	27406
573.72211	27431
573.84583	27506
573.96948	27542
574.0932	27646
574.21692	27757
574.34064	27535
574.46436	27342
574.58807	27269
574.71179	26564
574.83545	26840
574.95917	27390
575.08289	27012
575.2066	27388
575.33032	27397
575.45398	27126
575.5777	27356
575.70142	27280
575.82513	27262
575.94879	27656
576.07251	28021
576.19623	27748
576.31995	28026
576.4436	28380
576.56732	28136
576.69104	27936
576.81476	28154
576.93842	28213
577.06213	28304
577.18585	27762
577.30951	27798
577.43323	27561
577.55695	27788
577.6806	27594
577.80432	27373
577.92804	27549
578.0517	27528
578.17542	27534
578.29913	27590
578.42279	27793
578.54651	27321
578.67023	27602
578.79388	27478
578.9176	27569
579.04126	27650
579.16498	27751
579.28864	27382
579.41235	27235
579.53607	27417
579.65973	27505
579.78345	27176
579.9071	27426
580.03082	27620
580.15448	27515
580.2782	27810
580.40186	27887
580.52557	27564
580.64923	27736
580.77295	27654
580.89661	27715
581.02032	27815
581.14398	27530
581.2677	27419
581.39136	27816
581.51501	27761
581.63873	27494
581.76239	27546
581.88611	27616
582.00977	27858
582.13342	27331
582.25714	27453
582.3808	27611
582.50452	27612
582.62817	27458
582.75183	27862
582.87555	27831
582.99921	28097
583.12286	27578
583.24652	27669
583.37024	27898
583.4939	28158
583.61755	27936
583.74127	27978
583.86493	28192
583.98859	28055
584.11224	27920
584.23596	27953
584.35962	27676
584.48328	27825
584.60693	27830
584.73059	27623
584.85431	27588
584.97797	27733
585.10162	27702
585.22528	27536
585.34894	27546
585.4726	27668
585.59625	27654
585.71997	28194
585.84363	28046
585.96729	28397
586.09094	28543
586.2146	28252
586.33826	28505
586.46191	27993
586.58557	28178
586.70923	28038
586.83289	27956
586.95654	28298
587.0802	27697
587.20386	27847
587.32751	27491
587.45117	27909
587.57483	27649
587.69849	27311
587.82214	27167
587.9458	27481
588.06946	27455
588.19312	27351
588.31671	27208
588.44037	27007
588.56403	27197
588.68768	27045
588.81134	27423
588.935	26686
589.05865	26905
589.18225	26931
589.30591	27090
589.42957	26729
589.55322	26594
589.67688	26969
589.80048	26891
589.92413	27061
590.04779	27109
590.17139	27123
590.29504	27390
590.4187	27333
590.54236	27331
590.66595	27189
590.78961	27536
590.91327	27383
591.03687	27061
591.16052	27009
591.28412	27163
591.40778	27100
591.53143	26925
591.65503	27055
591.77869	27112
591.90228	27077
592.02594	27055
592.14954	26980
592.27319	26739
592.39679	27456
592.52045	27262
592.64404	27374
592.7677	27238
592.8913	27605
593.01495	27389
593.13855	27698
593.26221	27584
593.3858	28016
593.5094	27707
593.63306	27749
593.75665	27738
593.88031	27821
594.00391	28082
594.1275	28283
594.2511	28441
594.37476	28368
594.49835	28408
594.62195	28478
594.74561	28639
594.8692	28727
594.9928	28975
595.11639	28985
595.24005	28745
595.36365	28541
595.48724	28799
595.61084	28751
595.73444	28367
595.85803	28614
595.98163	28358
596.10529	28411
596.22888	28253
596.35248	28257
596.47607	27770
596.59967	27772
596.72327	27379
596.84686	27391
596.97046	27492
597.09406	27287
597.21765	27531
597.34125	27485
597.46484	27309
597.58844	27336
597.71204	27451
597.83563	26969
597.95923	27289
598.08282	27294
598.20636	27103
598.32996	27196
598.45355	27319
598.57715	27567
598.70074	27130
598.82434	27382
598.94788	27308
599.07147	27334
599.19507	26885
599.31866	27060
599.4422	27518
599.5658	27627
599.68939	27533
599.81293	27719
599.93652	27307
600.06012	27399
600.18365	27281
600.30725	27331
600.43085	27544
600.55438	27952
600.67798	28007
600.80151	28022
600.92511	28615
601.04865	28934
601.17224	28995
601.29578	30265
601.41937	31271
601.54291	31780
601.6665	33471
601.79004	34504
601.91364	36702
602.03717	38820
602.16071	39292
602.2843	39341
602.40784	38999
602.53137	37926
602.65497	36041
602.7785	34714
602.90204	33494
603.02563	31998
603.14917	30631
603.27271	29857
603.39624	29098
603.51984	28849
603.64337	28376
603.76691	28057
603.89044	28220
604.01398	28056
604.13751	27869
604.26111	28062
604.38464	27575
604.50818	28125
604.63171	28075
604.75525	27999
604.87878	27910
605.00232	28420
605.12585	28302
605.24939	28478
605.37292	28405
605.49646	28945
605.62	28827
605.74353	28855
605.867	29420
605.99054	29514
606.11407	29850
606.23761	30302
606.36115	29919
606.48468	30267
606.60815	30210
606.73169	29586
606.85522	29793
606.97876	28994
607.10223	28720
607.22577	28159
607.3493	27375
607.47278	27634
607.59631	27557
607.71985	27506
607.84332	27493
607.96686	26813
608.09033	27071
608.21387	27186
608.3374	26918
608.46088	27027
608.58441	26801
608.70789	27138
608.83142	27004
608.9549	26810
609.07837	26923
609.2019	26976
609.32538	26978
609.44891	26579
609.57239	26997
609.69586	26507
609.8194	26410
609.94287	26500
610.06635	26632
610.18982	26658
610.31335	26174
610.43683	26121
610.5603	26430
610.68378	26216
610.80725	26487
610.93079	26187
611.05426	26125
611.17773	26110
611.30121	26529
611.42468	26081
611.54816	26061
611.67163	26020
611.7951	26315
611.91858	25979
612.04205	26177
612.16553	26414
612.289	26280
612.41248	26254
612.53595	26441
612.65942	26215
612.7829	26135
612.90631	26457
613.02979	26294
613.15326	25962
613.27673	26177
613.40021	26267
613.52362	26202
613.64709	26214
613.77057	26370
613.89398	26236
614.01746	26670
614.14093	26330
614.26434	26287
614.38782	25963
614.51123	26345
614.6347	26173
614.75818	26457
614.88159	26322
615.00507	26360
615.12848	25900
615.25189	26017
615.37537	26083
615.49878	25865
615.62225	26175
615.74567	26226
615.86908	26241
615.99255	25888
616.11597	25830
616.23938	26267
616.36285	25811
616.48627	25694
616.60968	25968
616.73309	25528
616.85657	25757
616.97998	25840
617.10339	25707
617.22681	25746
617.35022	25786
617.47363	25480
617.59705	25881
617.72046	25371
617.84387	25520
617.96729	25802
618.0907	25478
618.21411	25548
618.33752	25996
618.46094	26015
618.58435	25448
618.70776	25727
618.83118	25701
618.95453	25678
619.07794	25423
619.20135	25594
619.32477	25322
619.44812	25532
619.57153	25406
619.69495	25250
619.8183	25126
619.94171	25416
620.06512	25340
620.18848	25359
620.31189	25156
620.43524	25106
620.55865	25227
620.68207	25591
620.80542	25547
620.92877	25200
621.05219	25170
621.17554	25017
621.29895	24968
621.4223	25194
621.54565	24821
621.66907	25142
621.79242	24884
621.91577	25078
622.03918	25276
622.16254	25876
622.28589	25322
622.40924	25687
622.53259	25723
622.65601	25640
622.77936	25496
622.90271	25648
623.02606	25721
623.14941	25523
623.27277	25498
623.39612	25305
623.51947	25443
623.64282	25015
623.76617	25300
623.88953	25176
624.01288	25066
624.13617	25279
624.25952	25537
624.38287	25650
624.50623	25165
624.62958	24867
624.75287	25257
624.87622	25033
624.99957	25127
625.12286	25081
625.24622	24963
625.36957	25410
625.49286	25031
625.61621	25155
625.7395	25035
625.86285	24927
625.98615	25006
626.1095	25662
626.23279	25236
626.35614	25831
626.47943	25895
626.60278	26103
626.72607	26191
626.84937	25993
626.97272	25756
627.09601	26033
627.2193	25892
627.34259	25957
627.46594	26009
627.58923	25635
627.71252	25581
627.83582	25366
627.95911	25127
628.0824	24708
628.20569	25022
628.32898	24751
628.45227	25057
628.57556	24903
628.69885	24808
628.82214	24408
628.94543	24417
629.06873	24901
629.19202	24608
629.31531	24586
629.43854	24530
629.56183	24942
629.68512	24900
629.80841	24940
629.93164	24775
630.05493	24759
630.17822	24892
630.30145	24870
630.42474	24606
630.54797	24765
630.67126	24492
630.79449	24273
630.91779	24621
631.04102	24650
631.16431	24572
631.28754	24320
631.41083	24398
631.53406	24168
631.65729	24594
631.78058	24392
631.90381	24654
632.02704	24404
632.15027	24085
632.27356	24212
632.39679	24369
632.52002	23970
632.64325	24204
632.76648	24319
632.88971	24290
633.01294	24437
633.13617	24292
633.2594	24388
633.38263	24331
633.50586	24743
633.62909	24539
633.75232	24732
633.87555	25136
633.99878	24795
634.12195	24670
634.24518	24825
634.36841	24761
634.49164	24892
634.61481	24486
634.73804	24496
634.86127	24418
634.98444	24335
635.10767	23804
635.23083	24351
635.35406	24361
635.47723	23871
635.60046	24499
635.72363	24496
635.84686	24188
635.97003	23838
636.0932	23973
636.21643	23841
636.3396	23965
636.46277	24003
636.58594	23786
636.70917	24240
636.83234	23955
636.95551	23906
637.07867	24001
637.20184	24077
637.32501	24062
637.44818	23783
637.57135	23939
637.69452	24111
637.81769	23766
637.94086	23626
638.06403	23871
638.18719	23777
638.31036	23552
638.43353	23854
638.55664	23910
638.67981	23528
638.80298	23467
638.92615	23402
639.04926	23469
639.17242	23376
639.29553	23353
639.4187	23194
639.54187	23371
639.66498	23469
639.78815	23697
639.91125	23506
640.03436	23574
640.15753	23366
640.28064	23583
640.40381	23399
640.52692	23520
640.65002	23386
640.77313	23613
640.8963	23702
641.01941	23824
641.14252	23729
641.26562	23753
641.38873	23806
641.51184	23913
641.63495	23801
641.75806	23737
641.88116	23708
642.00427	23688
642.12738	23867
642.25049	23705
642.3736	23767
642.4967	24081
642.61981	23589
642.74286	23395
642.86597	23359
642.98907	23523
643.11218	23017
643.23523	23725
643.35834	23386
643.48138	23300
643.60449	23407
643.7276	23601
643.85065	23537
643.97369	23596
644.0968	23219
644.21985	23491
644.34296	23454
644.466	23558
644.58905	23479
644.71216	23597
644.83521	23531
644.95825	23524
645.0813	23796
645.20435	23521
645.32745	23888
645.4505	23554
645.57355	23723
645.69659	23346
645.81964	23578
645.94269	23418
646.06573	23275
646.18878	23490
646.31177	23654
646.43481	23687
646.55786	23522
646.68091	23644
646.80396	23508
646.92694	23164
647.04999	23415
647.17303	23336
647.29602	23299
647.41907	23367
647.54205	23618
647.6651	23780
647.78809	23677
647.91113	23872
648.03412	23600
648.15717	23631
648.28015	23307
648.40314	23321
648.52618	23322
648.64917	23672
648.77216	23335
648.89514	23556
649.01819	23248
649.14117	23803
649.26416	23951
649.38715	24125
649.51013	24149
649.63312	24222
649.7561	24555
649.87909	24142
650.00208	24773
650.12506	25062
650.24799	25054
650.37097	25063
650.49396	25768
650.61694	25668
650.73987	25503
650.86285	25702
650.98584	25987
651.10876	25852
651.23175	25549
651.35474	25775
651.47766	25376
651.60059	25208
651.72357	24734
651.8465	24624
651.96948	24302
652.09241	24200
652.21533	23923
652.33832	23822
652.46124	23662
652.58417	23892
652.70709	23640
652.83002	23668
652.95294	23412
653.07593	23315
653.19885	23547
653.32178	23502
653.44464	23532
653.56757	23474
653.69049	23395
653.81342	23131
653.93634	23033
654.05927	23335
654.18219	23240
654.30505	23116
654.42798	23212
654.5509	23351
654.67377	23353
654.79669	23235
654.91956	23311
655.04248	23304
655.16534	23343
655.28827	23246
655.41113	23318
655.53406	23307
655.65692	23496
655.77979	23435
655.90271	23149
656.02557	23240
656.14844	23757
656.2713	23621
656.39417	23549
656.51703	23805
656.63989	23616
656.76276	23469
656.88562	23885
657.00848	23868
657.13135	23998
657.25421	24066
657.37708	23885
657.49994	23854
657.6228	23806
657.74561	23703
657.86847	23857
657.99133	23786
658.11414	23923
658.237	24267
658.3598	24155
658.48267	24231
658.60547	24384
658.72833	24155
658.85114	24075
658.974	24207
659.0968	24233
659.2196	24406
659.34247	24298
659.46527	24814
659.58807	24636
659.71088	24100
659.83368	23940
659.95648	24169
660.07928	23726
660.20209	23998
660.32489	24036
660.44769	24080
660.5705	24134
660.6933	24084
660.8161	23819
660.9389	23697
661.06171	23720
661.18445	23672
661.30725	23791
661.43005	23593
661.5528	23815
661.6756	23869
661.79834	23462
661.92114	23549
662.04388	23698
662.16669	23750
662.28943	23836
662.41217	23558
662.53497	23473
662.65771	23344
662.78046	23525
662.9032	23668
663.026	23628
663.14874	23951
663.27148	23663
663.39423	23724
663.51697	24260
663.63971	24243
663.76245	24866
663.88519	24814
664.00793	24575
664.13062	24657
664.25336	24685
664.3761	24672
664.49884	24547
664.62152	23685
664.74426	23816
664.86694	23199
664.98969	23150
665.11243	22854
665.23511	22647
665.35779	22676
665.48053	22554
665.60321	22742
665.72589	22461
665.84863	22555
665.97131	22660
666.09399	22250
666.21667	22515
666.33942	22420
666.4621	22363
666.58478	22421
666.70746	22423
666.83014	22273
666.95282	22213
667.07544	22393
667.19812	22167
667.3208	22217
667.44348	22303
667.56616	22267
667.68878	22066
667.81146	22450
667.93414	22563
668.05676	22627
668.17944	22627
668.30206	22636
668.42474	22559
668.54736	22901
668.66998	23148
668.79266	23059
668.91528	23163
669.0379	23176
669.16058	23161
669.2832	23003
669.40582	23125
669.52844	23119
669.65106	22485
669.77368	22500
669.8963	22349
670.01892	22053
670.14154	22021
670.26416	21964
670.38678	21742
670.50934	21603
670.63196	21789
670.75458	21636
670.87714	21840
670.99976	21830
671.12238	21635
671.24493	21749
671.36755	21550
671.49011	21864
671.61273	21650
671.73529	21700
671.85785	21803
671.98047	21939
672.10303	21695
672.22559	21945
672.34814	21657
672.4707	21886
672.59326	21829
672.71582	21525
672.83838	21630
672.96094	21527
673.0835	21813
673.20605	21646
673.32861	21634
673.45117	21867
673.57373	21709
673.69623	21576
673.81879	21653
673.94135	21832
674.06384	21568
674.1864	21455
674.3089	21549
674.43146	21302
674.55396	21585
674.67651	21400
674.79901	21704
674.92151	21559
675.04401	21475
675.16656	21189
675.28906	21431
675.41156	21232
675.53406	21319
675.65656	21124
675.77905	20935
675.90155	21071
676.02405	21103
676.14655	20930
676.26904	21032
676.39154	21223
676.51398	21057
676.63647	21024
676.75897	21154
676.88141	21043
677.00391	21033
677.12634	20973
677.24884	21005
677.37128	21202
677.49377	21467
677.61621	21150
677.73865	21329
677.86115	21165
677.98358	21191
678.10602	21008
678.22845	21152
678.35089	21210
678.47333	20988
678.59576	20869
678.7182	20749
678.84064	20966
678.96307	20470
679.08551	20589
679.20795	20509
679.33038	20765
679.45276	20716
679.5752	20755
679.69763	20743
679.82001	20758
679.94244	20721
680.06482	20940
680.18726	20785
680.30963	20614
680.43207	20866
680.55444	20468
680.67682	20215
680.79919	20092
680.92163	20192
681.04401	19895
681.16638	19909
681.28876	19812
681.41113	19859
681.53351	19712
681.65588	19215
681.77826	19067
681.90057	18535
682.02295	18022
682.14532	17207
682.2677	16625
682.39001	16091
682.51239	15935
682.63477	15435
682.75708	15324
682.87946	15186
683.00177	15150
683.12408	14986
683.24646	14925
683.36877	14981
683.49109	14913
683.61346	14992
683.73578	14840
683.85809	14929
683.98041	14809
684.10272	15049
684.22504	14914
684.34735	14860
684.46967	14992
684.59198	14828
684.71423	14991
684.83655	14923
684.95886	15109
685.08112	14863
685.20343	14989
685.32574	14933
685.448	14865
685.57031	14986
685.69257	14972
685.81488	14892
685.93713	14890
686.05939	14974
686.18164	14899
686.30396	14976
686.42621	14960
686.54846	14986
686.67072	14961
686.79297	14859
686.91522	15021
687.03748	14946
687.15973	14923
687.28198	15001
687.40417	14976
687.52643	14910
687.64868	14986
687.77094	14922
687.89313	14885
688.01538	15009
688.13757	14958
688.25983	14893
688.38202	15002
688.50421	14995
688.62646	14910
688.74866	14923
688.87085	14845
688.99304	14992
689.1153	14930
689.23749	14885
689.35968	14877
689.48187	14950
689.60406	14920
689.72626	15026
689.84839	14896
689.97058	14964
690.09277	14960
690.21497	14962
690.3371	14888
690.45929	14920
690.58148	14951
690.70361	14872
690.82581	15001
690.94794	15066
691.07007	14945
691.19226	14880
691.31439	14791
691.43652	14981
691.55865	15001
691.68085	14946
691.80298	14909
691.92511	14909
692.04724	14945
692.16937	14952
692.29144	14913
692.41357	14904
692.53571	15066
692.65784	14945
692.77997	14877
692.90204	14913
693.02417	14945
693.14624	14945
693.26837	14900
693.39044	14983
693.51257	14974
693.63464	14831
693.75677	14903
693.87885	14888
694.00092	14851
694.12299	14948
694.24506	14983
694.36713	14981
694.4892	15028
694.61127	14914
694.73334	14944
694.85541	14940
694.97748	14850
695.09955	14972
695.22156	14938
