549.99841	3625
550.12219	3649
550.24597	3635
550.36975	3669
550.49353	3667
550.61731	3644
550.74109	3619
550.86487	3667
550.98865	3656
551.11237	3660
551.23615	3631
551.35992	3636
551.4837	3705
551.60748	3733
551.73126	3815
551.85504	3880
551.97882	4041
552.1026	4197
552.22638	4513
552.35016	4871
552.47394	5634
552.59772	6225
552.72144	6725
552.84521	7158
552.96899	7321
553.09277	7148
553.21655	7332
553.34033	7226
553.46411	7564
553.58789	7565
553.71167	7586
553.83545	7841
553.95923	7785
554.08301	8066
554.20679	8066
554.33057	8023
554.45435	8069
554.57812	7876
554.70184	7769
554.82562	7493
554.9494	7175
555.07318	7314
555.19696	7075
555.32074	7160
555.44452	7038
555.5683	7265
555.69208	7164
555.81586	7087
555.93964	7078
556.06342	7001
556.18719	6922
556.31097	7088
556.43475	6929
556.55853	6902
556.68225	6888
556.80603	6957
556.92981	6909
557.05359	7112
557.17737	6856
557.30115	7215
557.42493	6994
557.54871	7177
557.67249	7136
557.79626	7009
557.92004	7459
558.04382	7253
558.1676	7336
558.29138	7322
558.41516	7452
558.53888	7435
558.66266	7610
558.78644	7578
558.91022	7924
559.034	7690
559.15778	7607
559.28156	7652
559.40533	7411
559.52911	7642
559.65289	7603
559.77667	7674
559.90045	7706
560.02417	7807
560.14795	7649
560.27173	7936
560.39551	7965
560.51929	7957
560.64307	8185
560.76685	7837
560.89062	8284
561.0144	7921
561.13818	8390
561.2619	8327
561.38568	8663
561.50946	8650
561.63324	8616
561.75702	8751
561.8808	8994
562.00458	9106
562.12836	9168
562.25208	9153
562.37585	9193
562.49963	9204
562.62341	9526
562.74719	9557
562.87097	9437
562.99475	9634
563.11847	9782
563.24225	9798
563.36603	9845
563.48981	10006
563.61359	9691
563.73737	9772
563.86115	9880
563.98486	9946
564.10864	10008
564.23242	10122
564.3562	10151
564.47998	10481
564.6037	10641
564.72748	10517
564.85126	10814
564.97504	10821
565.09882	10844
565.2226	11125
565.34631	11443
565.47009	11616
565.59387	11872
565.71765	12540
565.84137	12600
565.96515	13151
566.08893	13358
566.21271	13940
566.33649	14670
566.46021	15454
566.58398	15339
566.70776	15238
566.83154	14862
566.95526	15063
567.07904	14905
567.20282	14124
567.3266	13839
567.45032	13552
567.5741	12902
567.69788	12904
567.82159	12663
567.94537	12727
568.06915	12512
568.19293	12420
568.31665	12084
568.44043	12090
568.56421	12041
568.68793	11946
568.81171	11975
568.93549	11902
569.0592	11711
569.18298	11897
569.30676	12127
569.43048	11830
569.55426	11990
569.67804	12255
569.80176	12106
569.92554	12280
570.04926	12320
570.17303	12164
570.29681	12050
570.42053	12220
570.54431	12392
570.66809	12332
570.79181	12267
570.91559	12545
571.03931	12603
571.16309	12591
571.2868	12455
571.41058	12558
571.53436	12691
571.65808	12481
571.78186	12724
571.90558	12582
572.02936	12805
572.15308	12915
572.27686	13164
572.40057	13133
572.52435	13017
572.64807	13242
572.77185	13047
572.89557	13410
573.01935	13698
573.14307	13793
573.26685	13876
573.39056	13780
573.51434	14394
573.63806	14547
573.76184	15183
573.88556	15534
574.00934	16388
574.13306	16252
574.25677	16250
574.38055	16222
574.50427	16184
574.62805	15652
574.75177	15591
574.87549	15743
574.99927	16120
575.12299	16060
575.24677	16614
575.37048	16438
575.4942	16358
575.61798	16769
575.7417	16908
575.86542	17250
575.9892	16692
576.11292	16496
576.23663	17122
576.36041	16827
576.48413	16730
576.60785	16939
576.73157	17182
576.85535	17152
576.97906	17153
577.10278	16619
577.22656	16979
577.35028	17535
577.474	17096
577.59772	17047
577.72144	17280
577.84521	17254
577.96893	17040
578.09265	17230
578.21637	16734
578.34009	16392
578.46387	16450
578.58759	16099
578.7113	16264
578.83502	15897
578.95874	15912
579.08246	15584
579.20618	15519
579.32996	15310
579.45367	15042
579.57739	15044
579.70111	14963
579.82483	14838
579.94855	14815
580.07227	15077
580.19598	14840
580.3197	14845
580.44342	14693
580.56714	14818
580.69086	14934
580.81458	14774
580.93829	14571
581.06201	14631
581.18573	14495
581.30945	14733
581.43317	14951
581.55688	14868
581.6806	14873
581.80432	14377
581.92804	14547
582.05176	14742
582.17548	14686
582.29919	14489
582.42285	14690
582.54657	14861
582.67029	14366
582.79401	14867
582.91772	14543
583.04144	14314
583.16516	14563
583.28882	14446
583.41254	14608
583.53625	14916
583.65997	14551
583.78363	14704
583.90735	14587
584.03107	14386
584.15479	14195
584.27844	14437
584.40216	14143
584.52588	14385
584.6496	14293
584.77325	14046
584.89697	13968
585.02069	14109
585.14435	14222
585.26807	14197
585.39178	14031
585.51544	14041
585.63916	14279
585.76282	14169
585.88654	14449
586.01025	14170
586.13391	14598
586.25763	14329
586.38129	14774
586.505	14849
586.62866	15017
586.75238	15749
586.87604	15665
586.99976	16231
587.12341	16786
587.24713	17580
587.37079	18193
587.49451	19079
587.61816	19802
587.74188	20869
587.86554	20917
587.98926	21688
588.11292	21700
588.23657	20959
588.36029	20277
588.48395	19300
588.6076	19166
588.73132	17978
588.85498	17329
588.97864	16808
589.10236	15905
589.22601	16083
589.34967	15683
589.47333	15181
589.59705	15045
589.7207	14418
589.84436	14797
589.96802	14585
590.09174	14343
590.21539	14806
590.33905	14605
590.46271	14553
590.58636	14326
590.71002	14803
590.83374	14647
590.9574	14731
591.08105	14349
591.20471	14487
591.32837	14631
591.45203	14966
591.57568	15105
591.69934	14775
591.823	15414
591.94666	15358
592.07031	15373
592.19397	15275
592.31763	15852
592.44128	15664
592.56494	16006
592.6886	15894
592.81226	15851
592.93591	15508
593.05957	15657
593.18317	15583
593.30682	15281
593.43048	15237
