Date and Time:                Tue Apr 30 09:55:12.399 2024
Software Version:             4.30.30034.0
Unstabilized Temperature (C): -73.406
Model:                        DU970P_BVF
Data Type:                    Counts
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         0.51067
Accumulate Cycle Time (secs): 0.51067
Frequency (Hz):               1.9582
Number of Accumulations:      50
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     1
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                21547
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                KY-3410
Wavelength (nm):              668.287
Grating Groove Density (l/mm):599.775
Grating Blaze:                650nm
Output Direct Slit Width (um): 260



552.68842	25501
552.81213	25178
552.93585	25413
553.05963	25796
553.18335	25822
553.30707	25709
553.43079	26016
553.55457	25727
553.67828	26080
553.802	25957
553.92572	26126
554.04944	26380
554.17322	26432
554.29694	26399
554.42065	26671
554.54437	27075
554.66815	26926
554.79187	27035
554.91559	27142
555.03931	26882
555.16309	26814
555.2868	27011
555.41052	26975
555.53424	27096
555.65802	27357
555.78174	27278
555.90546	27647
556.02917	27567
556.15295	28009
556.27667	28175
556.40039	28736
556.52411	28349
556.64789	29231
556.77161	29929
556.89532	29802
557.01904	29797
557.14282	29330
557.26654	29188
557.39026	28807
557.51398	28380
557.63776	28571
557.76147	28576
557.88519	28697
558.00891	28568
558.13269	28785
558.25641	28301
558.38013	28259
558.50385	28130
558.62762	28130
558.75134	27931
558.87506	27781
558.99878	27811
559.12256	28328
559.24628	27786
559.37	28065
559.49371	27835
559.61749	28233
559.74121	28137
559.86493	27803
559.98865	28494
560.11243	28732
560.23615	28361
560.35986	28926
560.48358	28848
560.6073	29173
560.73108	29120
560.8548	29286
560.97852	29473
561.10223	30179
561.22601	29956
561.34973	30137
561.47345	30328
561.59717	30340
561.72095	30134
561.84467	30752
561.96838	30251
562.0921	30233
562.21582	30405
562.3396	30301
562.46332	30077
562.58704	30302
562.71075	30084
562.83453	30318
562.95825	30131
563.08197	30559
563.20569	30531
563.32941	30829
563.45319	30799
563.5769	30729
563.70062	31017
563.82434	30596
563.94806	31113
564.07184	31484
564.19556	31802
564.31927	31049
564.44299	31319
564.56671	31785
564.69043	31490
564.81421	32199
564.93793	32306
565.06165	32353
565.18536	32531
565.30908	33143
565.4328	33286
565.55658	33803
565.6803	33529
565.80402	34340
565.92773	34387
566.05145	35043
566.17517	36971
566.29895	38490
566.42267	40758
566.54639	43823
566.6701	47613
566.79382	51763
566.91754	56202
567.04126	61676
567.16498	66389
567.28876	71081
567.41248	71490
567.53619	69796
567.65991	64604
567.78363	57974
567.90735	51964
568.03107	47767
568.15479	44924
568.2785	42251
568.40222	39713
568.52594	37979
568.64972	36520
568.77344	35293
568.89716	34920
569.02087	34344
569.14459	33832
569.26831	33342
569.39203	33086
569.51575	32653
569.63947	32703
569.76318	32583
569.8869	32272
570.01062	32724
570.13434	32691
570.25806	32876
570.38177	32987
570.50549	32453
570.62921	32323
570.75293	32698
570.87665	32753
571.00037	32358
571.12408	32371
571.2478	31859
571.37152	32316
571.49524	32089
571.61896	32474
571.74268	32642
571.86639	32489
571.99011	32476
572.11383	32514
572.23755	32968
572.36127	32562
572.48499	32790
572.6087	32973
572.73242	32946
572.85608	33240
572.9798	33611
573.10352	33417
573.22723	33761
573.35095	33463
573.47467	33519
573.59839	33768
573.72211	33667
573.84583	33693
573.96948	34220
574.0932	35145
574.21692	35225
574.34064	34801
574.46436	34961
574.58807	35500
574.71179	35707
574.83545	35612
574.95917	35473
575.08289	35106
575.2066	35411
575.33032	35854
575.45398	35936
575.5777	35595
575.70142	35883
575.82513	35741
575.94879	35904
576.07251	36121
576.19623	35447
576.31995	36003
576.4436	36011
576.56732	35522
576.69104	35451
576.81476	35097
576.93842	35044
577.06213	34565
577.18585	34760
577.30951	34685
577.43323	35199
577.55695	35210
577.6806	35029
577.80432	35009
577.92804	34451
578.0517	34692
578.17542	34288
578.29913	33946
578.42279	34071
578.54651	34139
578.67023	33764
578.79388	34420
578.9176	34017
579.04126	34225
579.16498	34284
579.28864	34233
579.41235	34284
579.53607	34431
579.65973	34097
579.78345	34441
579.9071	34609
580.03082	34630
580.15448	34831
580.2782	34719
580.40186	35329
580.52557	35310
580.64923	35862
580.77295	36101
580.89661	36061
581.02032	36525
581.14398	36416
581.2677	36883
581.39136	36755
581.51501	36851
581.63873	37124
581.76239	37010
581.88611	36684
582.00977	37093
582.13342	37581
582.25714	37027
582.3808	37067
582.50452	37188
582.62817	36656
582.75183	36783
582.87555	37211
582.99921	37331
583.12286	37264
583.24652	37046
583.37024	37259
583.4939	37686
583.61755	38320
583.74127	38518
583.86493	38983
583.98859	38640
584.11224	38170
584.23596	38384
584.35962	38140
584.48328	38324
584.60693	37916
584.73059	38209
584.85431	37565
584.97797	37597
585.10162	37249
585.22528	37966
585.34894	37848
585.4726	38374
585.59625	37628
585.71997	38124
585.84363	38577
585.96729	38395
586.09094	39303
586.2146	39396
586.33826	39971
586.46191	40250
586.58557	40517
586.70923	40784
586.83289	41009
586.95654	40540
587.0802	41157
587.20386	40772
587.32751	40394
