Date and Time:                Tue Apr 30 10:03:54.100 2024
Software Version:             4.30.30034.0
Unstabilized Temperature (C): -74.055
Model:                        DU970P_BVF
Data Type:                    Counts
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         0.51067
Accumulate Cycle Time (secs): 0.51067
Frequency (Hz):               1.9582
Number of Accumulations:      50
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     1
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                21547
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                KY-3410
Wavelength (nm):              668.287
Grating Groove Density (l/mm):599.775
Grating Blaze:                650nm
Output Direct Slit Width (um): 260



552.68842	22998
552.81213	22991
552.93585	23371
553.05963	23380
553.18335	23466
553.30707	23558
553.43079	23551
553.55457	23524
553.67828	23605
553.802	23797
553.92572	23801
554.04944	23945
554.17322	23979
554.29694	23857
554.42065	24112
554.54437	23939
554.66815	24069
554.79187	24012
554.91559	23942
555.03931	24557
555.16309	23991
555.2868	24053
555.41052	24097
555.53424	24172
555.65802	24014
555.78174	24295
555.90546	24089
556.02917	24145
556.15295	24469
556.27667	24410
556.40039	24612
556.52411	24896
556.64789	25203
556.77161	25595
556.89532	25493
557.01904	25586
557.14282	25539
557.26654	25098
557.39026	24831
557.51398	24867
557.63776	24473
557.76147	25102
557.88519	24845
558.00891	24704
558.13269	24922
558.25641	24740
558.38013	24468
558.50385	24280
558.62762	24130
558.75134	24278
558.87506	24205
558.99878	24177
559.12256	24037
559.24628	24332
559.37	24124
559.49371	24270
559.61749	24122
559.74121	24313
559.86493	24213
559.98865	24757
560.11243	24572
560.23615	24649
560.35986	24589
560.48358	24796
560.6073	24643
560.73108	24731
560.8548	25081
560.97852	25086
561.10223	25215
561.22601	25173
561.34973	25671
561.47345	25754
561.59717	25397
561.72095	25521
561.84467	25319
561.96838	25320
562.0921	25170
562.21582	25357
562.3396	25501
562.46332	25167
562.58704	25174
562.71075	25180
562.83453	25445
562.95825	25441
563.08197	25571
563.20569	25374
563.32941	25460
563.45319	25850
563.5769	25924
563.70062	25974
563.82434	25569
563.94806	26051
564.07184	26016
564.19556	26500
564.31927	26371
564.44299	26542
564.56671	26764
564.69043	27236
564.81421	27377
564.93793	27365
565.06165	27909
565.18536	27957
565.30908	27594
565.4328	27537
565.55658	27431
565.6803	27314
565.80402	27008
565.92773	26722
566.05145	26444
566.17517	26100
566.29895	26142
566.42267	25544
566.54639	26018
566.6701	25387
566.79382	25532
566.91754	25401
567.04126	25438
567.16498	25207
567.28876	25386
567.41248	25121
567.53619	25106
567.65991	25075
567.78363	25155
567.90735	24698
568.03107	24656
568.15479	25112
568.2785	24820
568.40222	24946
568.52594	24944
568.64972	24741
568.77344	25125
568.89716	25104
569.02087	25223
569.14459	25233
569.26831	25545
569.39203	25494
569.51575	25291
569.63947	25048
569.76318	25408
569.8869	25348
570.01062	25831
570.13434	25683
570.25806	25814
570.38177	25746
570.50549	25931
570.62921	25640
570.75293	25909
570.87665	25955
571.00037	26011
571.12408	26007
571.2478	26027
571.37152	26105
571.49524	26092
571.61896	26236
571.74268	26673
571.86639	26061
571.99011	26247
572.11383	26193
572.23755	26385
572.36127	26728
572.48499	26466
572.6087	26548
572.73242	26752
572.85608	27112
572.9798	27111
573.10352	27440
573.22723	27246
573.35095	27560
573.47467	27166
573.59839	27382
573.72211	27556
573.84583	27456
573.96948	27940
574.0932	27920
574.21692	28145
574.34064	28816
574.46436	28581
574.58807	28818
574.71179	28393
574.83545	28767
574.95917	28886
575.08289	28411
575.2066	28757
575.33032	28751
575.45398	28935
575.5777	29091
575.70142	29350
575.82513	29149
575.94879	29122
576.07251	29423
576.19623	29541
576.31995	29430
576.4436	29594
576.56732	29398
576.69104	29046
576.81476	28942
576.93842	28341
577.06213	28708
577.18585	28634
577.30951	28632
577.43323	29282
577.55695	28987
577.6806	29055
577.80432	28957
577.92804	28799
578.0517	28457
578.17542	28321
578.29913	28385
578.42279	28258
578.54651	28312
578.67023	28229
578.79388	28359
578.9176	27961
579.04126	28388
579.16498	28405
579.28864	28194
579.41235	28607
579.53607	28177
579.65973	28531
579.78345	28779
579.9071	28874
580.03082	28637
580.15448	28757
580.2782	28871
580.40186	29058
580.52557	29325
580.64923	29354
580.77295	30152
580.89661	30344
581.02032	30199
581.14398	30745
581.2677	30852
581.39136	30790
581.51501	31021
581.63873	31070
581.76239	30610
581.88611	30347
582.00977	30383
582.13342	30066
582.25714	29763
582.3808	29626
582.50452	29856
582.62817	29649
582.75183	29417
582.87555	29522
582.99921	29638
583.12286	29794
583.24652	29195
583.37024	29490
583.4939	29573
583.61755	29453
583.74127	29763
583.86493	30056
583.98859	30339
584.11224	30101
584.23596	30224
584.35962	30417
584.48328	30549
584.60693	30538
584.73059	30732
584.85431	30297
584.97797	30563
585.10162	30190
585.22528	30057
585.34894	29672
585.4726	29459
585.59625	29339
585.71997	29236
585.84363	28991
585.96729	28817
586.09094	29009
586.2146	28981
586.33826	29312
586.46191	29191
586.58557	29330
586.70923	28868
586.83289	29073
586.95654	29418
587.0802	29801
587.20386	29182
587.32751	28915
587.45117	29234
587.57483	29539
587.69849	28819
587.82214	28620
587.9458	28245
588.06946	28408
588.19312	28435
588.31671	28273
588.44037	28473
588.56403	28605
588.68768	28322
588.81134	27994
588.935	28052
589.05865	28525
589.18225	28344
589.30591	28698
589.42957	28790
589.55322	29013
589.67688	29206
589.80048	28958
589.92413	29037
590.04779	29482
590.17139	30006
590.29504	30163
590.4187	30200
590.54236	30185
590.66595	30072
590.78961	29817
590.91327	30141
591.03687	30509
591.16052	30036
591.28412	29967
591.40778	29771
591.53143	29960
591.65503	29622
591.77869	29519
591.90228	29627
592.02594	29624
592.14954	29386
592.27319	29446
592.39679	29064
592.52045	29241
592.64404	29498
592.7677	29704
592.8913	29425
593.01495	29027
593.13855	29314
593.26221	29271
593.3858	28757
593.5094	28882
593.63306	29059
593.75665	28758
593.88031	28565
594.00391	28283
594.1275	28549
594.2511	28349
594.37476	28220
594.49835	27989
594.62195	28368
594.74561	28345
594.8692	28609
594.9928	28579
595.11639	28229
595.24005	28418
595.36365	28373
595.48724	28927
595.61084	29133
595.73444	29137
