Date and Time:                Tue Apr 30 10:01:40.014 2024
Software Version:             4.30.30034.0
Unstabilized Temperature (C): -74.055
Model:                        DU970P_BVF
Data Type:                    Counts
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         0.51067
Accumulate Cycle Time (secs): 0.51067
Frequency (Hz):               1.9582
Number of Accumulations:      50
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     1
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                21547
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                KY-3410
Wavelength (nm):              668.287
Grating Groove Density (l/mm):599.775
Grating Blaze:                650nm
Output Direct Slit Width (um): 260



552.68842	26298
552.81213	26047
552.93585	26229
553.05963	26157
553.18335	26327
553.30707	25828
553.43079	25783
553.55457	25369
553.67828	25595
553.802	25259
553.92572	25071
554.04944	25243
554.17322	25324
554.29694	25338
554.42065	25629
554.54437	25626
554.66815	25358
554.79187	25510
554.91559	25352
555.03931	25090
555.16309	25593
555.2868	25655
555.41052	25502
555.53424	25129
555.65802	25423
555.78174	25653
555.90546	25801
556.02917	25681
556.15295	26533
556.27667	25794
556.40039	26574
556.52411	26692
556.64789	27122
556.77161	27444
556.89532	27537
557.01904	27852
557.14282	27231
557.26654	27081
557.39026	27223
557.51398	27422
557.63776	27078
557.76147	27271
557.88519	27105
558.00891	27236
558.13269	27405
558.25641	26864
558.38013	26466
558.50385	26213
558.62762	26368
558.75134	26142
558.87506	25971
558.99878	26204
559.12256	26086
559.24628	26043
559.37	26107
559.49371	26130
559.61749	25899
559.74121	26242
559.86493	26379
559.98865	26387
560.11243	26681
560.23615	26449
560.35986	26862
560.48358	26815
560.6073	26732
560.73108	26611
560.8548	26940
560.97852	26897
561.10223	27200
561.22601	27541
561.34973	27852
561.47345	27938
561.59717	27923
561.72095	28099
561.84467	28025
561.96838	27970
562.0921	27669
562.21582	27375
562.3396	27468
562.46332	27379
562.58704	27624
562.71075	27508
562.83453	27586
562.95825	27846
563.08197	27936
563.20569	27537
563.32941	27932
563.45319	27815
563.5769	28342
563.70062	27888
563.82434	28048
563.94806	28209
564.07184	28434
564.19556	28810
564.31927	28758
564.44299	29123
564.56671	29126
564.69043	29783
564.81421	29639
564.93793	29642
565.06165	30152
565.18536	30204
565.30908	29947
565.4328	30297
565.55658	29638
565.6803	29608
565.80402	29577
565.92773	28952
566.05145	28656
566.17517	28713
566.29895	28284
566.42267	28243
566.54639	28270
566.6701	28136
566.79382	27883
566.91754	27608
567.04126	27574
567.16498	27412
567.28876	27330
567.41248	27303
567.53619	27473
567.65991	27260
567.78363	26811
567.90735	27031
568.03107	27259
568.15479	27140
568.2785	27306
568.40222	27242
568.52594	27294
568.64972	27353
568.77344	27356
568.89716	27462
569.02087	27194
569.14459	27363
569.26831	27594
569.39203	27921
569.51575	27453
569.63947	27606
569.76318	27717
569.8869	27803
570.01062	27903
570.13434	28025
570.25806	27905
570.38177	28054
570.50549	27995
570.62921	27978
570.75293	28121
570.87665	28254
571.00037	28246
571.12408	28486
571.2478	28708
571.37152	28158
571.49524	28336
571.61896	28504
571.74268	29291
571.86639	28539
571.99011	28543
572.11383	28730
572.23755	28481
572.36127	28900
572.48499	28959
572.6087	29150
572.73242	29407
572.85608	29531
572.9798	29870
573.10352	29797
573.22723	29588
573.35095	29677
573.47467	29807
573.59839	29977
573.72211	29918
573.84583	29893
573.96948	30558
574.0932	31024
574.21692	31510
574.34064	31437
574.46436	31168
574.58807	31672
574.71179	31704
574.83545	31709
574.95917	31986
575.08289	31760
575.2066	31867
575.33032	32012
575.45398	31819
575.5777	32635
575.70142	32605
575.82513	32530
575.94879	32787
576.07251	33083
576.19623	32930
576.31995	32699
576.4436	32835
576.56732	32891
576.69104	32346
576.81476	32989
576.93842	32229
577.06213	32543
577.18585	32185
577.30951	33122
577.43323	32255
577.55695	32771
577.6806	32059
577.80432	32209
577.92804	32255
578.0517	31789
578.17542	31882
578.29913	31234
578.42279	31973
578.54651	32104
578.67023	31935
578.79388	31724
578.9176	31418
579.04126	31840
579.16498	32093
579.28864	31978
579.41235	32157
579.53607	31639
579.65973	31485
579.78345	31537
579.9071	31611
580.03082	31488
580.15448	31658
580.2782	32097
580.40186	31715
580.52557	32053
580.64923	32268
580.77295	33115
580.89661	32997
581.02032	33294
581.14398	33258
581.2677	34135
581.39136	33757
581.51501	34305
581.63873	34281
581.76239	33670
581.88611	33728
582.00977	33636
582.13342	33257
582.25714	33248
582.3808	32971
582.50452	32813
582.62817	32655
582.75183	32342
582.87555	32540
582.99921	32100
583.12286	32167
583.24652	32135
583.37024	31959
583.4939	31741
583.61755	32184
583.74127	32630
583.86493	32285
583.98859	32279
584.11224	32464
584.23596	32449
584.35962	32969
584.48328	32174
584.60693	32789
584.73059	32871
584.85431	32837
584.97797	32880
585.10162	32841
585.22528	32162
585.34894	32337
585.4726	32230
585.59625	32287
585.71997	32266
585.84363	32161
585.96729	32509
586.09094	32287
586.2146	32682
586.33826	32878
586.46191	33018
586.58557	32967
586.70923	32991
586.83289	32935
586.95654	33615
587.0802	33397
587.20386	33317
587.32751	33282
587.45117	32970
587.57483	32939
587.69849	32557
587.82214	32375
587.9458	31632
588.06946	32172
588.19312	31870
588.31671	32083
588.44037	31594
588.56403	31442
588.68768	32058
588.81134	31616
588.935	31435
589.05865	31735
589.18225	31641
589.30591	32249
589.42957	32340
589.55322	32670
589.67688	32611
589.80048	32479
589.92413	32614
590.04779	33086
590.17139	33703
590.29504	33443
590.4187	33988
590.54236	33410
590.66595	33388
590.78961	33629
590.91327	33412
591.03687	33924
591.16052	33953
591.28412	33448
591.40778	33656
591.53143	33083
591.65503	33082
591.77869	33134
591.90228	33008
592.02594	33056
592.14954	32784
592.27319	32915
592.39679	32973
592.52045	32638
592.64404	32952
592.7677	33366
592.8913	33074
593.01495	33103
593.13855	32834
593.26221	32654
593.3858	33062
593.5094	32878
593.63306	32605
593.75665	32666
593.88031	32457
594.00391	32408
594.1275	32326
594.2511	31720
594.37476	32006
594.49835	32149
594.62195	32837
594.74561	32561
594.8692	32892
594.9928	32971
595.11639	32595
595.24005	33122
595.36365	33515
595.48724	33916
595.61084	34114
595.73444	34531
