Date and Time:                Tue Apr 30 10:16:43.777 2024
Software Version:             4.30.30034.0
Unstabilized Temperature (C): -74.055
Model:                        DU970P_BVF
Data Type:                    Counts
Acquisition Mode:             Accumulate
Trigger Mode:                 Internal
Exposure Time (secs):         0.51067
Accumulate Cycle Time (secs): 0.51067
Frequency (Hz):               1.9582
Number of Accumulations:      50
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     1
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                21547
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                KY-3410
Wavelength (nm):              668.287
Grating Groove Density (l/mm):599.775
Grating Blaze:                650nm
Output Direct Slit Width (um): 260



552.68842	23066
552.81213	23323
552.93585	23511
553.05963	23591
553.18335	23363
553.30707	23602
553.43079	23639
553.55457	23267
553.67828	23622
553.802	23857
553.92572	23603
554.04944	23713
554.17322	24004
554.29694	24081
554.42065	23812
554.54437	23823
554.66815	23790
554.79187	23768
554.91559	23831
555.03931	23897
555.16309	23981
555.2868	23965
555.41052	23693
555.53424	24252
555.65802	23788
555.78174	23919
555.90546	24134
556.02917	24230
556.15295	24370
556.27667	24548
556.40039	24605
556.52411	25143
556.64789	25092
556.77161	25612
556.89532	25632
557.01904	25786
557.14282	25660
557.26654	25336
557.39026	25164
557.51398	24985
557.63776	25084
557.76147	24962
557.88519	25097
558.00891	24999
558.13269	25256
558.25641	24759
558.38013	24935
558.50385	24580
558.62762	24678
558.75134	24494
558.87506	24365
558.99878	24691
559.12256	24256
559.24628	24562
559.37	24604
559.49371	24188
559.61749	24360
559.74121	24441
559.86493	24454
559.98865	24504
560.11243	24621
560.23615	24899
560.35986	24836
560.48358	24779
560.6073	24958
560.73108	25102
560.8548	25372
560.97852	25349
561.10223	25298
561.22601	25604
561.34973	25617
561.47345	25783
561.59717	25622
561.72095	25703
561.84467	25619
561.96838	25764
562.0921	25512
562.21582	25366
562.3396	25455
562.46332	25737
562.58704	25627
562.71075	25448
562.83453	25440
562.95825	25471
563.08197	25481
563.20569	25372
563.32941	25655
563.45319	25522
563.5769	25586
563.70062	25544
563.82434	25547
563.94806	25856
564.07184	25674
564.19556	25802
564.31927	25938
564.44299	26089
564.56671	26168
564.69043	26210
564.81421	26489
564.93793	26359
565.06165	26738
565.18536	26562
565.30908	26324
565.4328	26319
565.55658	26125
565.6803	26030
565.80402	25737
565.92773	25733
566.05145	25695
566.17517	25615
566.29895	26039
566.42267	25703
566.54639	25665
566.6701	25646
566.79382	25418
566.91754	25302
567.04126	25454
567.16498	25342
567.28876	25219
567.41248	25442
567.53619	25426
567.65991	25224
567.78363	24985
567.90735	25396
568.03107	25006
568.15479	25063
568.2785	24913
568.40222	25149
568.52594	25074
568.64972	25248
568.77344	25521
568.89716	25378
569.02087	25420
569.14459	25344
569.26831	25543
569.39203	25793
569.51575	25594
569.63947	25472
569.76318	25814
569.8869	25701
570.01062	25889
570.13434	26103
570.25806	26176
570.38177	26426
570.50549	26054
570.62921	26155
570.75293	26335
570.87665	26332
571.00037	26087
571.12408	26222
571.2478	26245
571.37152	26117
571.49524	26973
571.61896	26497
571.74268	27051
571.86639	26772
571.99011	26533
572.11383	26874
572.23755	26913
572.36127	27013
572.48499	26998
572.6087	26979
572.73242	27193
572.85608	27152
572.9798	27300
573.10352	27706
573.22723	28075
573.35095	28017
573.47467	27726
573.59839	27982
573.72211	28100
573.84583	27970
573.96948	29015
574.0932	28884
574.21692	29128
574.34064	29635
574.46436	29597
574.58807	29871
574.71179	30138
574.83545	29441
574.95917	29218
575.08289	29875
575.2066	29809
575.33032	29607
575.45398	29379
575.5777	29824
575.70142	29453
575.82513	29187
575.94879	29073
576.07251	29581
576.19623	29502
576.31995	28962
576.4436	28939
576.56732	28785
576.69104	28914
576.81476	28653
576.93842	28611
577.06213	28702
577.18585	28672
577.30951	28745
577.43323	29039
577.55695	29323
577.6806	28982
577.80432	28829
577.92804	28968
578.0517	29202
578.17542	28845
578.29913	28209
578.42279	28430
578.54651	28575
578.67023	28822
578.79388	28561
578.9176	28425
579.04126	28597
579.16498	28594
579.28864	28691
579.41235	28544
579.53607	29009
579.65973	28807
579.78345	28837
579.9071	28707
580.03082	28882
580.15448	28989
580.2782	29392
580.40186	29203
580.52557	29368
580.64923	29675
580.77295	29895
580.89661	30044
581.02032	30622
581.14398	30578
581.2677	31112
581.39136	30655
581.51501	31192
581.63873	30718
581.76239	30755
581.88611	30425
582.00977	30872
582.13342	30254
582.25714	30379
582.3808	30175
582.50452	30250
582.62817	29664
582.75183	29631
582.87555	29462
582.99921	29916
583.12286	29915
583.24652	29598
583.37024	30196
583.4939	29905
583.61755	29993
583.74127	30469
583.86493	30259
583.98859	30564
584.11224	30797
584.23596	30840
584.35962	30449
584.48328	31007
584.60693	31030
584.73059	30798
584.85431	30483
584.97797	30565
585.10162	30360
585.22528	30274
585.34894	30486
585.4726	29854
585.59625	29789
585.71997	29535
585.84363	29496
585.96729	29821
586.09094	29469
586.2146	29804
586.33826	30019
586.46191	29849
586.58557	29959
586.70923	30315
586.83289	30432
586.95654	30307
587.0802	30268
587.20386	30301
587.32751	30112
587.45117	29617
587.57483	29938
587.69849	29881
587.82214	29378
587.9458	29059
588.06946	28865
588.19312	28726
588.31671	29223
588.44037	28962
588.56403	29018
588.68768	28954
588.81134	28883
588.935	28406
589.05865	28534
589.18225	28650
589.30591	28881
589.42957	28935
589.55322	29183
589.67688	28772
589.80048	29326
589.92413	29601
590.04779	29421
590.17139	30091
590.29504	29836
590.4187	30043
590.54236	29863
590.66595	29817
590.78961	29648
590.91327	30078
591.03687	30525
591.16052	30350
591.28412	30432
591.40778	30418
591.53143	30315
591.65503	30193
591.77869	30293
591.90228	29842
592.02594	30063
592.14954	30049
592.27319	29674
592.39679	29700
592.52045	30002
592.64404	29822
592.7677	30744
592.8913	30020
593.01495	29952
593.13855	29949
593.26221	29554
593.3858	29677
593.5094	29615
593.63306	29962
593.75665	29549
593.88031	29712
594.00391	29314
594.1275	29253
594.2511	29275
594.37476	29321
594.49835	29330
594.62195	29368
594.74561	29896
594.8692	29592
594.9928	29801
595.11639	30007
595.24005	29834
595.36365	30244
595.48724	30270
595.61084	30558
595.73444	30624
