Date and Time:                Tue Apr 30 09:52:37.384 2024
Software Version:             4.30.30034.0
Unstabilized Temperature (C): -74.055
Model:                        DU970P_BVF
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.51067
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     1
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                21547
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                KY-3410
Wavelength (nm):              668.287
Grating Groove Density (l/mm):599.775
Grating Blaze:                650nm
Output Direct Slit Width (um): 260



552.68842	464
552.81213	448
552.93585	487
553.05963	483
553.18335	487
553.30707	449
553.43079	494
553.55457	454
553.67828	458
553.802	495
553.92572	472
554.04944	468
554.17322	481
554.29694	468
554.42065	475
554.54437	503
554.66815	481
554.79187	519
554.91559	486
555.03931	491
555.16309	477
555.2868	502
555.41052	479
555.53424	477
555.65802	515
555.78174	482
555.90546	510
556.02917	530
556.15295	501
556.27667	540
556.40039	512
556.52411	565
556.64789	511
556.77161	545
556.89532	542
557.01904	565
557.14282	542
557.26654	548
557.39026	505
557.51398	541
557.63776	492
557.76147	515
557.88519	510
558.00891	539
558.13269	549
558.25641	524
558.38013	526
558.50385	533
558.62762	509
558.75134	546
558.87506	541
558.99878	545
559.12256	511
559.24628	541
559.37	507
559.49371	525
559.61749	534
559.74121	504
559.86493	541
559.98865	552
560.11243	550
560.23615	532
560.35986	516
560.48358	525
560.6073	535
560.73108	579
560.8548	505
560.97852	506
561.10223	527
561.22601	578
561.34973	567
561.47345	551
561.59717	549
561.72095	613
561.84467	544
561.96838	528
562.0921	595
562.21582	569
562.3396	586
562.46332	545
562.58704	539
562.71075	546
562.83453	577
562.95825	540
563.08197	557
563.20569	625
563.32941	562
563.45319	558
563.5769	584
563.70062	593
563.82434	612
563.94806	566
564.07184	617
564.19556	585
564.31927	605
564.44299	596
564.56671	572
564.69043	574
564.81421	607
564.93793	548
565.06165	595
565.18536	600
565.30908	614
565.4328	592
565.55658	613
565.6803	577
565.80402	620
565.92773	590
566.05145	596
566.17517	658
566.29895	675
566.42267	645
566.54639	737
566.6701	762
566.79382	820
566.91754	839
567.04126	894
567.16498	976
567.28876	1040
567.41248	1033
567.53619	1039
567.65991	949
567.78363	874
567.90735	840
568.03107	809
568.15479	750
568.2785	713
568.40222	648
568.52594	678
568.64972	597
568.77344	656
568.89716	604
569.02087	605
569.14459	659
569.26831	587
569.39203	559
569.51575	618
569.63947	603
569.76318	619
569.8869	637
570.01062	558
570.13434	606
570.25806	598
570.38177	642
570.50549	629
570.62921	600
570.75293	607
570.87665	609
571.00037	607
571.12408	632
571.2478	604
571.37152	617
571.49524	607
571.61896	640
571.74268	612
571.86639	621
571.99011	578
572.11383	637
572.23755	612
572.36127	602
572.48499	632
572.6087	595
572.73242	620
572.85608	629
572.9798	673
573.10352	590
573.22723	645
573.35095	685
573.47467	622
573.59839	659
573.72211	639
573.84583	673
573.96948	659
574.0932	672
574.21692	681
574.34064	659
574.46436	687
574.58807	667
574.71179	675
574.83545	629
574.95917	649
575.08289	660
575.2066	665
575.33032	695
575.45398	641
575.5777	626
575.70142	677
575.82513	703
575.94879	669
576.07251	687
576.19623	697
576.31995	669
576.4436	650
576.56732	636
576.69104	668
576.81476	708
576.93842	644
577.06213	662
577.18585	648
577.30951	656
577.43323	622
577.55695	669
577.6806	663
577.80432	634
577.92804	672
578.0517	650
578.17542	597
578.29913	650
578.42279	613
578.54651	646
578.67023	631
578.79388	662
578.9176	616
579.04126	625
579.16498	661
579.28864	626
579.41235	618
579.53607	632
579.65973	642
579.78345	668
579.9071	689
580.03082	633
580.15448	627
580.2782	658
580.40186	648
580.52557	644
580.64923	678
580.77295	707
580.89661	652
581.02032	654
581.14398	689
581.2677	717
581.39136	670
581.51501	703
581.63873	719
581.76239	691
581.88611	663
582.00977	668
582.13342	722
582.25714	694
582.3808	732
582.50452	716
582.62817	682
582.75183	768
582.87555	700
582.99921	695
583.12286	693
583.24652	731
583.37024	681
583.4939	674
583.61755	684
583.74127	679
583.86493	692
583.98859	696
584.11224	718
584.23596	696
584.35962	727
584.48328	709
584.60693	700
584.73059	710
584.85431	752
584.97797	734
585.10162	740
585.22528	707
585.34894	831
585.4726	682
585.59625	738
585.71997	784
585.84363	781
585.96729	794
586.09094	778
586.2146	786
586.33826	836
586.46191	853
586.58557	867
586.70923	828
586.83289	787
586.95654	800
587.0802	853
587.20386	821
587.32751	775
587.45117	813
587.57483	768
587.69849	794
587.82214	751
587.9458	742
588.06946	748
588.19312	770
588.31671	748
588.44037	726
588.56403	752
588.68768	704
588.81134	718
588.935	729
589.05865	689
589.18225	689
589.30591	723
589.42957	694
589.55322	715
589.67688	731
589.80048	726
589.92413	688
590.04779	774
590.17139	724
590.29504	722
590.4187	716
590.54236	754
590.66595	785
590.78961	757
590.91327	732
591.03687	769
591.16052	779
591.28412	778
591.40778	729
591.53143	689
591.65503	701
591.77869	726
591.90228	708
592.02594	686
592.14954	701
592.27319	729
592.39679	663
592.52045	732
592.64404	763
592.7677	758
592.8913	751
593.01495	736
593.13855	730
593.26221	738
593.3858	715
593.5094	750
593.63306	702
593.75665	744
593.88031	697
594.00391	716
594.1275	714
594.2511	692
594.37476	667
594.49835	682
594.62195	693
594.74561	689
594.8692	677
594.9928	698
595.11639	727
595.24005	691
595.36365	733
595.48724	773
595.61084	711
595.73444	682
595.85803	731
595.98163	726
596.10529	712
596.22888	724
596.35248	719
596.47607	706
596.59967	749
596.72327	724
596.84686	726
596.97046	689
597.09406	772
597.21765	759
597.34125	770
597.46484	783
597.58844	781
597.71204	748
597.83563	789
597.95923	777
598.08282	794
598.20636	781
598.32996	776
598.45355	740
598.57715	779
598.70074	767
598.82434	723
598.94788	779
599.07147	749
599.19507	745
599.31866	773
599.4422	823
599.5658	773
599.68939	739
599.81293	775
599.93652	724
600.06012	751
600.18365	737
600.30725	757
600.43085	792
600.55438	729
600.67798	765
600.80151	792
600.92511	795
601.04865	743
601.17224	791
601.29578	724
601.41937	768
601.54291	773
601.6665	753
601.79004	784
601.91364	772
602.03717	791
602.16071	752
602.2843	739
602.40784	760
602.53137	747
602.65497	747
