Date and Time:                Tue Apr 30 10:08:58.597 2024
Software Version:             4.30.30034.0
Unstabilized Temperature (C): -73.406
Model:                        DU970P_BVF
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.51067
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 9.68
Pixel Readout Rate (MHz):     1
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Conventional
Serial Number:                21547
Pre-Amplifier Gain:           4x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR193i:
Serial Number:                KY-3410
Wavelength (nm):              668.287
Grating Groove Density (l/mm):599.775
Grating Blaze:                650nm
Output Direct Slit Width (um): 260



552.68842	437
552.81213	470
552.93585	455
553.05963	459
553.18335	488
553.30707	463
553.43079	461
553.55457	451
553.67828	449
553.802	472
553.92572	457
554.04944	450
554.17322	459
554.29694	427
554.42065	452
554.54437	454
554.66815	479
554.79187	468
554.91559	465
555.03931	494
555.16309	449
555.2868	474
555.41052	461
555.53424	458
555.65802	453
555.78174	487
555.90546	463
556.02917	478
556.15295	469
556.27667	489
556.40039	453
556.52411	473
556.64789	491
556.77161	484
556.89532	463
557.01904	503
557.14282	504
557.26654	487
557.39026	472
557.51398	468
557.63776	471
557.76147	485
557.88519	467
558.00891	492
558.13269	478
558.25641	488
558.38013	469
558.50385	510
558.62762	476
558.75134	491
558.87506	487
558.99878	493
559.12256	452
559.24628	467
559.37	487
559.49371	496
559.61749	459
559.74121	473
559.86493	492
559.98865	498
560.11243	487
560.23615	479
560.35986	476
560.48358	498
560.6073	461
560.73108	522
560.8548	515
560.97852	516
561.10223	485
561.22601	512
561.34973	515
561.47345	505
561.59717	494
561.72095	505
561.84467	529
561.96838	499
562.0921	505
562.21582	524
562.3396	506
562.46332	502
562.58704	473
562.71075	511
562.83453	492
562.95825	489
563.08197	487
563.20569	528
563.32941	502
563.45319	520
563.5769	527
563.70062	552
563.82434	521
563.94806	504
564.07184	521
564.19556	508
564.31927	465
564.44299	497
564.56671	499
564.69043	549
564.81421	497
564.93793	526
565.06165	497
565.18536	482
565.30908	500
565.4328	544
565.55658	526
565.6803	502
565.80402	499
565.92773	507
566.05145	503
566.17517	525
566.29895	500
566.42267	503
566.54639	472
566.6701	525
566.79382	506
566.91754	485
567.04126	494
567.16498	516
567.28876	532
567.41248	499
567.53619	480
567.65991	503
567.78363	453
567.90735	512
568.03107	473
568.15479	471
568.2785	482
568.40222	491
568.52594	466
568.64972	486
568.77344	508
568.89716	477
569.02087	481
569.14459	467
569.26831	514
569.39203	522
569.51575	532
569.63947	513
569.76318	493
569.8869	498
570.01062	543
570.13434	515
570.25806	501
570.38177	530
570.50549	544
570.62921	484
570.75293	512
570.87665	509
571.00037	518
571.12408	535
571.2478	555
571.37152	539
571.49524	505
571.61896	523
571.74268	508
571.86639	486
571.99011	529
572.11383	504
572.23755	534
572.36127	508
572.48499	538
572.6087	502
572.73242	529
572.85608	528
572.9798	504
573.10352	576
573.22723	539
573.35095	533
573.47467	575
573.59839	529
573.72211	569
573.84583	558
573.96948	571
574.0932	600
574.21692	587
574.34064	615
574.46436	560
574.58807	576
574.71179	582
574.83545	587
574.95917	556
575.08289	572
575.2066	567
575.33032	555
575.45398	611
575.5777	607
575.70142	539
575.82513	551
575.94879	547
576.07251	534
576.19623	567
576.31995	565
576.4436	555
576.56732	545
576.69104	545
576.81476	570
576.93842	539
577.06213	545
577.18585	587
577.30951	573
577.43323	559
577.55695	587
577.6806	561
577.80432	560
577.92804	576
578.0517	545
578.17542	570
578.29913	504
578.42279	578
578.54651	536
578.67023	547
578.79388	541
578.9176	535
579.04126	578
579.16498	600
579.28864	572
579.41235	540
579.53607	541
579.65973	568
579.78345	588
579.9071	544
580.03082	554
580.15448	575
580.2782	562
580.40186	580
580.52557	562
580.64923	565
580.77295	562
580.89661	610
581.02032	588
581.14398	641
581.2677	585
581.39136	624
581.51501	633
581.63873	587
581.76239	585
581.88611	610
582.00977	573
582.13342	594
582.25714	594
582.3808	625
582.50452	592
582.62817	616
582.75183	601
582.87555	609
582.99921	581
583.12286	567
583.24652	557
583.37024	598
583.4939	601
583.61755	565
583.74127	599
583.86493	601
583.98859	562
584.11224	553
584.23596	567
584.35962	630
584.48328	564
584.60693	574
584.73059	576
584.85431	568
584.97797	587
585.10162	540
585.22528	589
585.34894	556
585.4726	557
585.59625	564
585.71997	577
585.84363	552
585.96729	573
586.09094	592
586.2146	590
586.33826	616
586.46191	626
586.58557	585
586.70923	593
586.83289	614
586.95654	595
587.0802	597
587.20386	584
587.32751	617
587.45117	608
587.57483	599
587.69849	591
587.82214	554
587.9458	570
588.06946	594
588.19312	579
588.31671	587
588.44037	591
588.56403	531
588.68768	608
588.81134	554
588.935	585
589.05865	559
589.18225	581
589.30591	576
589.42957	557
589.55322	605
589.67688	550
589.80048	561
589.92413	574
590.04779	591
590.17139	583
590.29504	579
590.4187	579
590.54236	568
590.66595	600
590.78961	563
590.91327	571
591.03687	578
591.16052	583
591.28412	583
591.40778	609
591.53143	588
591.65503	592
591.77869	564
591.90228	569
592.02594	598
592.14954	601
592.27319	589
592.39679	607
592.52045	621
592.64404	595
592.7677	581
592.8913	620
593.01495	607
593.13855	588
